Register_No,Name,Department,Subject_1,Mark_1,Subject_2,Mark_2,Subject_3,Mark_3,Attendance_%,Current_GPA
10312,Student_312,MECH,Thermodynamics,88,Fluid Mechanics,82,Robotics,76,71,8.2
10313,Student_313,ECE,VLSI Design,81,Digital Electronics,56,Signal Processing,56,99,6.43
10314,Student_314,CSE,Data Science,88,Operating Systems,43,Cyber Security,68,68,6.63
10315,Student_315,EEE,Power Systems,59,Control Theory,46,Electric Machines,40,85,4.83
10316,Student_316,MECH,Thermodynamics,41,Fluid Mechanics,82,Robotics,87,67,7.0
10317,Student_317,CSE,Data Science,48,Operating Systems,98,Cyber Security,82,94,7.6
10318,Student_318,EEE,Power Systems,81,Control Theory,81,Electric Machines,77,96,7.97
10319,Student_319,EEE,Power Systems,93,Control Theory,86,Electric Machines,93,99,9.07
10320,Student_320,MECH,Thermodynamics,94,Fluid Mechanics,58,Robotics,89,99,8.03
10321,Student_321,IT,Data Science,60,Cloud Computing,94,Web Frameworks,88,98,8.07
10322,Student_322,MECH,Thermodynamics,62,Fluid Mechanics,49,Robotics,86,99,6.57
10323,Student_323,ECE,VLSI Design,40,Digital Electronics,91,Signal Processing,48,79,5.97
10324,Student_324,EEE,Power Systems,83,Control Theory,68,Electric Machines,86,69,7.9
10325,Student_325,IT,Data Science,92,Cloud Computing,42,Web Frameworks,43,70,5.9
10326,Student_326,IT,Data Science,53,Cloud Computing,78,Web Frameworks,85,99,7.2
10327,Student_327,ECE,VLSI Design,57,Digital Electronics,52,Signal Processing,85,79,6.47
10328,Student_328,ECE,VLSI Design,62,Digital Electronics,69,Signal Processing,81,85,7.07
10329,Student_329,MECH,Thermodynamics,61,Fluid Mechanics,51,Robotics,71,97,6.1
10330,Student_330,EEE,Power Systems,52,Control Theory,97,Electric Machines,75,87,7.47
10331,Student_331,EEE,Power Systems,78,Control Theory,50,Electric Machines,60,68,6.27
10332,Student_332,EEE,Power Systems,95,Control Theory,94,Electric Machines,84,81,9.1
10333,Student_333,ECE,VLSI Design,56,Digital Electronics,48,Signal Processing,56,95,5.33
10334,Student_334,CSE,Data Science,41,Operating Systems,70,Cyber Security,62,77,5.77
10335,Student_335,EEE,Power Systems,44,Control Theory,58,Electric Machines,53,92,5.17
10336,Student_336,MECH,Thermodynamics,99,Fluid Mechanics,74,Robotics,41,80,7.13
10337,Student_337,CSE,Data Science,51,Operating Systems,92,Cyber Security,55,98,6.6
10338,Student_338,IT,Data Science,99,Cloud Computing,88,Web Frameworks,55,83,8.07
10339,Student_339,ECE,VLSI Design,67,Digital Electronics,59,Signal Processing,88,74,7.13
10340,Student_340,IT,Data Science,66,Cloud Computing,64,Web Frameworks,51,93,6.03
10341,Student_341,MECH,Thermodynamics,61,Fluid Mechanics,58,Robotics,97,93,7.2
10342,Student_342,IT,Data Science,60,Cloud Computing,54,Web Frameworks,70,93,6.13
10343,Student_343,ECE,VLSI Design,40,Digital Electronics,91,Signal Processing,73,76,6.8
10344,Student_344,IT,Data Science,99,Cloud Computing,58,Web Frameworks,50,65,6.9
10345,Student_345,IT,Data Science,89,Cloud Computing,62,Web Frameworks,55,98,6.87
10346,Student_346,IT,Data Science,68,Cloud Computing,45,Web Frameworks,53,78,5.53
10347,Student_347,IT,Data Science,66,Cloud Computing,52,Web Frameworks,73,69,6.37
10348,Student_348,EEE,Power Systems,64,Control Theory,83,Electric Machines,77,68,7.47
10349,Student_349,EEE,Power Systems,48,Control Theory,72,Electric Machines,84,94,6.8
10350,Student_350,CSE,Data Science,77,Operating Systems,58,Cyber Security,47,79,6.07
10351,Student_351,MECH,Thermodynamics,94,Fluid Mechanics,58,Robotics,87,78,7.97
10352,Student_352,IT,Data Science,68,Cloud Computing,74,Web Frameworks,76,68,7.27
10353,Student_353,ECE,VLSI Design,52,Digital Electronics,92,Signal Processing,92,70,7.87
10354,Student_354,MECH,Thermodynamics,47,Fluid Mechanics,96,Robotics,58,91,6.7
10355,Student_355,IT,Data Science,90,Cloud Computing,45,Web Frameworks,64,95,6.63
10356,Student_356,ECE,VLSI Design,53,Digital Electronics,47,Signal Processing,55,84,5.17
10357,Student_357,MECH,Thermodynamics,53,Fluid Mechanics,73,Robotics,81,75,6.9
10358,Student_358,MECH,Thermodynamics,40,Fluid Mechanics,73,Robotics,86,80,6.63
10359,Student_359,MECH,Thermodynamics,57,Fluid Mechanics,96,Robotics,66,87,7.3
10360,Student_360,IT,Data Science,87,Cloud Computing,49,Web Frameworks,95,93,7.7
10361,Student_361,MECH,Thermodynamics,95,Fluid Mechanics,59,Robotics,62,89,7.2
10362,Student_362,CSE,Data Science,99,Operating Systems,41,Cyber Security,59,76,6.63
10363,Student_363,IT,Data Science,94,Cloud Computing,44,Web Frameworks,77,70,7.17
10364,Student_364,CSE,Data Science,69,Operating Systems,85,Cyber Security,97,84,8.37
10365,Student_365,ECE,VLSI Design,52,Digital Electronics,56,Signal Processing,98,94,6.87
10366,Student_366,EEE,Power Systems,90,Control Theory,97,Electric Machines,50,68,7.9
10367,Student_367,ECE,VLSI Design,52,Digital Electronics,67,Signal Processing,69,74,6.27
10368,Student_368,ECE,VLSI Design,68,Digital Electronics,84,Signal Processing,92,92,8.13
10369,Student_369,IT,Data Science,41,Cloud Computing,95,Web Frameworks,45,79,6.03
10370,Student_370,EEE,Power Systems,42,Control Theory,72,Electric Machines,63,74,5.9
10371,Student_371,EEE,Power Systems,68,Control Theory,40,Electric Machines,66,81,5.8
10372,Student_372,MECH,Thermodynamics,77,Fluid Mechanics,60,Robotics,56,96,6.43
10373,Student_373,ECE,VLSI Design,73,Digital Electronics,92,Signal Processing,63,90,7.6
10374,Student_374,MECH,Thermodynamics,85,Fluid Mechanics,52,Robotics,59,73,6.53
10375,Student_375,IT,Data Science,49,Cloud Computing,79,Web Frameworks,59,93,6.23
10376,Student_376,MECH,Thermodynamics,89,Fluid Mechanics,85,Robotics,57,88,7.7
10377,Student_377,ECE,VLSI Design,62,Digital Electronics,85,Signal Processing,56,77,6.77
10378,Student_378,IT,Data Science,65,Cloud Computing,49,Web Frameworks,86,80,6.67
10379,Student_379,ECE,VLSI Design,85,Digital Electronics,50,Signal Processing,67,69,6.73
10380,Student_380,IT,Data Science,66,Cloud Computing,86,Web Frameworks,72,81,7.47
10381,Student_381,EEE,Power Systems,72,Control Theory,70,Electric Machines,63,79,6.83
10382,Student_382,MECH,Thermodynamics,83,Fluid Mechanics,56,Robotics,96,75,7.83
10383,Student_383,ECE,VLSI Design,80,Digital Electronics,91,Signal Processing,60,93,7.7
10384,Student_384,ECE,VLSI Design,76,Digital Electronics,88,Signal Processing,51,77,7.17
10385,Student_385,MECH,Thermodynamics,89,Fluid Mechanics,73,Robotics,56,89,7.27
10386,Student_386,ECE,VLSI Design,56,Digital Electronics,70,Signal Processing,86,94,7.07
10387,Student_387,EEE,Power Systems,83,Control Theory,78,Electric Machines,40,97,6.7
10388,Student_388,IT,Data Science,71,Cloud Computing,67,Web Frameworks,99,71,7.9
10389,Student_389,IT,Data Science,46,Cloud Computing,61,Web Frameworks,50,79,5.23
10390,Student_390,EEE,Power Systems,51,Control Theory,50,Electric Machines,68,81,5.63
10391,Student_391,IT,Data Science,86,Cloud Computing,50,Web Frameworks,98,98,7.8
10392,Student_392,EEE,Power Systems,62,Control Theory,63,Electric Machines,85,73,7.0
10393,Student_393,MECH,Thermodynamics,86,Fluid Mechanics,62,Robotics,56,71,6.8
10394,Student_394,CSE,Data Science,99,Operating Systems,41,Cyber Security,99,67,7.97
10395,Student_395,CSE,Data Science,94,Operating Systems,75,Cyber Security,93,68,8.73
10396,Student_396,CSE,Data Science,99,Operating Systems,84,Cyber Security,83,75,8.87
10397,Student_397,MECH,Thermodynamics,42,Fluid Mechanics,40,Robotics,47,83,4.3
10398,Student_398,MECH,Thermodynamics,54,Fluid Mechanics,52,Robotics,69,77,5.83
10399,Student_399,CSE,Data Science,90,Operating Systems,76,Cyber Security,99,79,8.83
10400,Student_400,ECE,VLSI Design,44,Digital Electronics,82,Signal Processing,56,80,6.07
10401,Student_401,ECE,VLSI Design,57,Digital Electronics,68,Signal Processing,86,94,7.03
10402,Student_402,CSE,Data Science,55,Operating Systems,79,Cyber Security,99,70,7.77
10403,Student_403,ECE,VLSI Design,92,Digital Electronics,45,Signal Processing,56,86,6.43
10404,Student_404,CSE,Data Science,68,Operating Systems,52,Cyber Security,40,85,5.33
10405,Student_405,MECH,Thermodynamics,97,Fluid Mechanics,56,Robotics,62,75,7.17
10406,Student_406,MECH,Thermodynamics,55,Fluid Mechanics,78,Robotics,53,88,6.2
10407,Student_407,IT,Data Science,85,Cloud Computing,66,Web Frameworks,81,85,7.73
10408,Student_408,IT,Data Science,65,Cloud Computing,63,Web Frameworks,77,90,6.83
10409,Student_409,ECE,VLSI Design,71,Digital Electronics,90,Signal Processing,61,86,7.4
10410,Student_410,CSE,Data Science,88,Operating Systems,80,Cyber Security,72,72,8.0
10411,Student_411,EEE,Power Systems,81,Control Theory,45,Electric Machines,86,71,7.07
10412,Student_412,ECE,VLSI Design,56,Digital Electronics,86,Signal Processing,84,89,7.53
10413,Student_413,ECE,VLSI Design,48,Digital Electronics,55,Signal Processing,51,81,5.13
10414,Student_414,ECE,VLSI Design,56,Digital Electronics,47,Signal Processing,77,67,6.0
10415,Student_415,CSE,Data Science,74,Operating Systems,62,Cyber Security,60,80,6.53
10416,Student_416,IT,Data Science,89,Cloud Computing,99,Web Frameworks,84,83,9.07
10417,Student_417,EEE,Power Systems,56,Control Theory,54,Electric Machines,94,78,6.8
10418,Student_418,EEE,Power Systems,83,Control Theory,60,Electric Machines,81,88,7.47
10419,Student_419,EEE,Power Systems,52,Control Theory,77,Electric Machines,85,89,7.13
10420,Student_420,ECE,VLSI Design,69,Digital Electronics,62,Signal Processing,83,75,7.13
10421,Student_421,MECH,Thermodynamics,83,Fluid Mechanics,88,Robotics,52,70,7.43
10422,Student_422,EEE,Power Systems,61,Control Theory,95,Electric Machines,44,76,6.67
10423,Student_423,CSE,Data Science,88,Operating Systems,50,Cyber Security,76,73,7.13
10424,Student_424,ECE,VLSI Design,61,Digital Electronics,51,Signal Processing,96,95,6.93
10425,Student_425,EEE,Power Systems,50,Control Theory,42,Electric Machines,80,88,5.73
10426,Student_426,MECH,Thermodynamics,66,Fluid Mechanics,55,Robotics,64,87,6.17
10427,Student_427,ECE,VLSI Design,72,Digital Electronics,53,Signal Processing,49,66,5.8
10428,Student_428,CSE,Data Science,84,Operating Systems,53,Cyber Security,60,99,6.57
10429,Student_429,EEE,Power Systems,57,Control Theory,82,Electric Machines,89,74,7.6
10430,Student_430,MECH,Thermodynamics,92,Fluid Mechanics,75,Robotics,79,84,8.2
10431,Student_431,IT,Data Science,56,Cloud Computing,58,Web Frameworks,80,78,6.47
10432,Student_432,EEE,Power Systems,55,Control Theory,65,Electric Machines,98,96,7.27
10433,Student_433,ECE,VLSI Design,69,Digital Electronics,45,Signal Processing,88,71,6.73
10434,Student_434,ECE,VLSI Design,51,Digital Electronics,87,Signal Processing,74,95,7.07
10435,Student_435,IT,Data Science,96,Cloud Computing,80,Web Frameworks,50,90,7.53
10436,Student_436,ECE,VLSI Design,76,Digital Electronics,75,Signal Processing,93,94,8.13
10437,Student_437,CSE,Data Science,89,Operating Systems,79,Cyber Security,94,99,8.73
10438,Student_438,ECE,VLSI Design,88,Digital Electronics,97,Signal Processing,74,89,8.63
10439,Student_439,CSE,Data Science,46,Operating Systems,92,Cyber Security,49,93,6.23
10440,Student_440,EEE,Power Systems,65,Control Theory,57,Electric Machines,49,87,5.7
10441,Student_441,IT,Data Science,94,Cloud Computing,47,Web Frameworks,94,81,7.83
10442,Student_442,EEE,Power Systems,41,Control Theory,84,Electric Machines,63,66,6.27
10443,Student_443,MECH,Thermodynamics,74,Fluid Mechanics,64,Robotics,92,93,7.67
10444,Student_444,IT,Data Science,49,Cloud Computing,72,Web Frameworks,80,76,6.7
10445,Student_445,CSE,Data Science,57,Operating Systems,63,Cyber Security,76,97,6.53
10446,Student_446,CSE,Data Science,99,Operating Systems,80,Cyber Security,80,94,8.63
10447,Student_447,IT,Data Science,84,Cloud Computing,41,Web Frameworks,47,74,5.73
10448,Student_448,IT,Data Science,87,Cloud Computing,83,Web Frameworks,89,97,8.63
10449,Student_449,ECE,VLSI Design,44,Digital Electronics,97,Signal Processing,98,93,7.97
10450,Student_450,MECH,Thermodynamics,70,Fluid Mechanics,96,Robotics,40,77,6.87
10451,Student_451,IT,Data Science,82,Cloud Computing,52,Web Frameworks,70,67,6.8
10452,Student_452,EEE,Power Systems,57,Control Theory,42,Electric Machines,40,94,4.63
10453,Student_453,EEE,Power Systems,63,Control Theory,77,Electric Machines,83,85,7.43
10454,Student_454,MECH,Thermodynamics,80,Fluid Mechanics,91,Robotics,85,90,8.53
10455,Student_455,IT,Data Science,76,Cloud Computing,59,Web Frameworks,61,88,6.53
10456,Student_456,EEE,Power Systems,84,Control Theory,85,Electric Machines,57,69,7.53
10457,Student_457,ECE,VLSI Design,46,Digital Electronics,50,Signal Processing,68,67,5.47
10458,Student_458,CSE,Data Science,71,Operating Systems,77,Cyber Security,41,77,6.3
10459,Student_459,CSE,Data Science,95,Operating Systems,69,Cyber Security,43,99,6.9
10460,Student_460,ECE,VLSI Design,47,Digital Electronics,59,Signal Processing,93,69,6.63
10461,Student_461,MECH,Thermodynamics,49,Fluid Mechanics,46,Robotics,72,71,5.57
10462,Student_462,IT,Data Science,78,Cloud Computing,59,Web Frameworks,61,81,6.6
10463,Student_463,ECE,VLSI Design,55,Digital Electronics,57,Signal Processing,92,90,6.8
10464,Student_464,CSE,Data Science,91,Operating Systems,83,Cyber Security,54,68,7.6
10465,Student_465,CSE,Data Science,86,Operating Systems,44,Cyber Security,78,91,6.93
10466,Student_466,ECE,VLSI Design,88,Digital Electronics,41,Signal Processing,57,79,6.2
10467,Student_467,IT,Data Science,69,Cloud Computing,67,Web Frameworks,97,71,7.77
10468,Student_468,EEE,Power Systems,68,Control Theory,51,Electric Machines,43,89,5.4
10469,Student_469,CSE,Data Science,94,Operating Systems,91,Cyber Security,56,80,8.03
10470,Student_470,ECE,VLSI Design,69,Digital Electronics,68,Signal Processing,81,93,7.27
10471,Student_471,ECE,VLSI Design,93,Digital Electronics,73,Signal Processing,59,98,7.5
10472,Student_472,MECH,Thermodynamics,65,Fluid Mechanics,53,Robotics,82,88,6.67
10473,Student_473,CSE,Data Science,41,Operating Systems,82,Cyber Security,81,75,6.8
10474,Student_474,MECH,Thermodynamics,79,Fluid Mechanics,79,Robotics,57,70,7.17
10475,Student_475,MECH,Thermodynamics,80,Fluid Mechanics,92,Robotics,61,96,7.77
10476,Student_476,CSE,Data Science,97,Operating Systems,95,Cyber Security,53,66,8.17
10477,Student_477,CSE,Data Science,53,Operating Systems,49,Cyber Security,59,75,5.37
10478,Student_478,EEE,Power Systems,59,Control Theory,95,Electric Machines,65,98,7.3
10479,Student_479,ECE,VLSI Design,93,Digital Electronics,95,Signal Processing,95,69,9.43
10480,Student_480,ECE,VLSI Design,99,Digital Electronics,90,Signal Processing,78,68,8.9
10481,Student_481,EEE,Power Systems,62,Control Theory,91,Electric Machines,65,86,7.27
10482,Student_482,MECH,Thermodynamics,99,Fluid Mechanics,81,Robotics,61,96,8.03
10483,Student_483,EEE,Power Systems,67,Control Theory,55,Electric Machines,54,72,5.87
10484,Student_484,MECH,Thermodynamics,71,Fluid Mechanics,53,Robotics,54,93,5.93
10485,Student_485,IT,Data Science,85,Cloud Computing,72,Web Frameworks,52,72,6.97
10486,Student_486,EEE,Power Systems,49,Control Theory,70,Electric Machines,71,98,6.33
10487,Student_487,MECH,Thermodynamics,61,Fluid Mechanics,87,Robotics,78,70,7.53
10488,Student_488,EEE,Power Systems,87,Control Theory,61,Electric Machines,58,77,6.87
10489,Student_489,EEE,Power Systems,57,Control Theory,61,Electric Machines,96,65,7.13
10490,Student_490,CSE,Data Science,53,Operating Systems,46,Cyber Security,71,74,5.67
10491,Student_491,EEE,Power Systems,89,Control Theory,73,Electric Machines,74,68,7.87
10492,Student_492,ECE,VLSI Design,63,Digital Electronics,61,Signal Processing,91,98,7.17
10493,Student_493,MECH,Thermodynamics,67,Fluid Mechanics,78,Robotics,64,87,6.97
10494,Student_494,IT,Data Science,88,Cloud Computing,71,Web Frameworks,45,96,6.8
10495,Student_495,MECH,Thermodynamics,70,Fluid Mechanics,65,Robotics,69,83,6.8
10496,Student_496,MECH,Thermodynamics,82,Fluid Mechanics,64,Robotics,99,89,8.17
10497,Student_497,MECH,Thermodynamics,55,Fluid Mechanics,62,Robotics,56,81,5.77
10498,Student_498,CSE,Data Science,84,Operating Systems,98,Cyber Security,91,92,9.1
10499,Student_499,EEE,Power Systems,88,Control Theory,52,Electric Machines,89,98,7.63
10500,Student_500,CSE,Data Science,97,Operating Systems,48,Cyber Security,69,68,7.13
10501,Student_501,CSE,Data Science,48,Operating Systems,94,Cyber Security,90,70,7.73
10502,Student_502,MECH,Thermodynamics,99,Fluid Mechanics,50,Robotics,54,80,6.77
10503,Student_503,ECE,VLSI Design,93,Digital Electronics,40,Signal Processing,55,85,6.27
10504,Student_504,EEE,Power Systems,63,Control Theory,41,Electric Machines,63,68,5.57
10505,Student_505,IT,Data Science,84,Cloud Computing,65,Web Frameworks,68,81,7.23
10506,Student_506,CSE,Data Science,68,Operating Systems,91,Cyber Security,78,79,7.9
10507,Student_507,ECE,VLSI Design,42,Digital Electronics,76,Signal Processing,63,69,6.03
10508,Student_508,EEE,Power Systems,78,Control Theory,48,Electric Machines,43,76,5.63
10509,Student_509,EEE,Power Systems,75,Control Theory,66,Electric Machines,94,73,7.83
10510,Student_510,ECE,VLSI Design,40,Digital Electronics,77,Signal Processing,42,98,5.3
10511,Student_511,IT,Data Science,74,Cloud Computing,69,Web Frameworks,75,97,7.27
10512,Student_512,CSE,Data Science,56,Operating Systems,68,Cyber Security,65,78,6.3
10513,Student_513,MECH,Thermodynamics,42,Fluid Mechanics,91,Robotics,47,83,6.0
10514,Student_514,IT,Data Science,90,Cloud Computing,95,Web Frameworks,73,75,8.6
10515,Student_515,EEE,Power Systems,45,Control Theory,67,Electric Machines,68,98,6.0
10516,Student_516,ECE,VLSI Design,86,Digital Electronics,85,Signal Processing,46,91,7.23
10517,Student_517,ECE,VLSI Design,71,Digital Electronics,50,Signal Processing,47,82,5.6
10518,Student_518,IT,Data Science,68,Cloud Computing,71,Web Frameworks,79,90,7.27
10519,Student_519,IT,Data Science,68,Cloud Computing,79,Web Frameworks,49,90,6.53
10520,Student_520,MECH,Thermodynamics,41,Fluid Mechanics,57,Robotics,66,88,5.47
10521,Student_521,ECE,VLSI Design,89,Digital Electronics,52,Signal Processing,86,91,7.57
10522,Student_522,EEE,Power Systems,45,Control Theory,54,Electric Machines,67,86,5.53
10523,Student_523,MECH,Thermodynamics,82,Fluid Mechanics,59,Robotics,65,73,6.87
10524,Student_524,CSE,Data Science,96,Operating Systems,71,Cyber Security,42,66,6.97
10525,Student_525,IT,Data Science,51,Cloud Computing,43,Web Frameworks,52,68,4.87
10526,Student_526,CSE,Data Science,93,Operating Systems,60,Cyber Security,53,81,6.87
10527,Student_527,EEE,Power Systems,88,Control Theory,78,Electric Machines,96,92,8.73
10528,Student_528,CSE,Data Science,96,Operating Systems,66,Cyber Security,89,93,8.37
10529,Student_529,IT,Data Science,74,Cloud Computing,57,Web Frameworks,95,94,7.53
